mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,param_svc__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.002547597885131836,0.0007519503761419687,0.01722879409790039,0.001938433389329686,0.1,scale,linear,"{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.8023255813953488,0.7906976744186046,0.7906976744186046,0.7558139534883721,0.8352941176470589,0.7949658002735978,0.02549447180726282,10
0.0029261112213134766,0.001210550673619545,0.0185760498046875,0.0037860382098549566,0.1,scale,rbf,"{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.813953488372093,0.8023255813953488,0.7906976744186046,0.7790697674418605,0.8,0.7972093023255814,0.011711328662338753,7
0.0022557735443115234,0.0007236273491878186,0.008733844757080078,0.009702229724296801,0.1,0.1,linear,"{'svc__C': 0.1, 'svc__gamma': 0.1, 'svc__kernel': 'linear'}",0.8023255813953488,0.7906976744186046,0.7906976744186046,0.7558139534883721,0.8352941176470589,0.7949658002735978,0.02549447180726282,10
0.0029404163360595703,0.00109701829608258,0.0012140274047851562,9.68951409084421e-05,0.1,0.1,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.8023255813953488,0.7906976744186046,0.8023255813953488,0.7790697674418605,0.8235294117647058,0.7995896032831737,0.014752732929732301,3
0.0017267704010009766,0.00021595820655835105,0.0005856513977050781,4.99131672696141e-05,0.1,0.01,linear,"{'svc__C': 0.1, 'svc__gamma': 0.01, 'svc__kernel': 'linear'}",0.8023255813953488,0.7906976744186046,0.7906976744186046,0.7558139534883721,0.8352941176470589,0.7949658002735978,0.02549447180726282,10
0.002239894866943359,9.493352407740545e-05,0.0013630390167236328,2.2162414437341205e-05,0.1,0.01,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.7558139534883721,0.7093023255813954,0.7209302325581395,0.7093023255813954,0.7176470588235294,0.7225991792065664,0.017228712908706405,31
0.0020781993865966798,0.0010056579728767749,0.0006699562072753906,0.000246221043465017,0.1,0.001,linear,"{'svc__C': 0.1, 'svc__gamma': 0.001, 'svc__kernel': 'linear'}",0.8023255813953488,0.7906976744186046,0.7906976744186046,0.7558139534883721,0.8352941176470589,0.7949658002735978,0.02549447180726282,10
0.002304363250732422,0.0002474891149483431,0.0013547897338867187,2.373748823141151e-05,0.1,0.001,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.5232558139534884,0.5116279069767442,0.5116279069767442,0.5116279069767442,0.5176470588235295,0.5151573187414501,0.004672358560518512,32
0.0020435810089111327,0.00043772541086088874,0.0005492687225341797,7.45489415232244e-05,1.0,scale,linear,"{'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.8023255813953488,0.7906976744186046,0.7906976744186046,0.7558139534883721,0.8352941176470589,0.7949658002735978,0.02549447180726282,10
0.0018387317657470703,9.452656547454011e-05,0.00088348388671875,1.2498774237901372e-05,1.0,scale,rbf,"{'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.813953488372093,0.813953488372093,0.7790697674418605,0.7790697674418605,0.8,0.7972093023255814,0.015662751851611825,7
