mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__gamma,param_svc__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.002168083190917969,0.0007387805166283807,0.02583036422729492,0.003657411361400543,0.1,scale,linear,"{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.0019548892974853515,0.0007178701557388244,0.02391819953918457,0.001801282495540772,0.1,scale,rbf,"{'svc__C': 0.1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.00185089111328125,0.0005602675780565003,0.011058664321899414,0.01248543954902315,0.1,0.1,linear,"{'svc__C': 0.1, 'svc__gamma': 0.1, 'svc__kernel': 'linear'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.0013684272766113282,0.0001363091040774968,0.0006282329559326172,3.942206325973428e-05,0.1,0.1,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.0012912273406982422,0.00035435037496531414,0.0004944324493408204,0.00014890880089734178,0.1,0.01,linear,"{'svc__C': 0.1, 'svc__gamma': 0.01, 'svc__kernel': 'linear'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.0015954017639160157,0.0003897066609125113,0.0007853507995605469,3.4323664751036745e-05,0.1,0.01,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.7076923076923077,0.8153846153846154,0.7692307692307693,0.7230769230769231,0.71875,0.7468269230769231,0.04021438480894778,31
0.0010703563690185546,0.00025429169941868754,0.000395965576171875,3.609421065952412e-05,0.1,0.001,linear,"{'svc__C': 0.1, 'svc__gamma': 0.001, 'svc__kernel': 'linear'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.0014323711395263672,0.0001232554786108266,0.000792551040649414,3.4250851610271376e-05,0.1,0.001,rbf,"{'svc__C': 0.1, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.6461538461538462,0.6461538461538462,0.6461538461538462,0.6461538461538462,0.640625,0.645048076923077,0.0022115384615384757,32
0.001129484176635742,4.9761013280804604e-05,0.00040192604064941405,1.0563207727154271e-05,1.0,scale,linear,"{'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'linear'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9384615384615385,0.96875,0.9414423076923077,0.02450772731660061,26
0.0011437892913818359,6.376092031444901e-05,0.00045766830444335935,1.3893565255336238e-05,1.0,scale,rbf,"{'svc__C': 1, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9538461538461539,0.96875,0.9445192307692307,0.02490291801062251,3
0.0010175228118896485,4.947708860544936e-05,0.0003864288330078125,1.2470362929066826e-05,1.0,0.1,linear,"{'svc__C': 1, 'svc__gamma': 0.1, 'svc__kernel': 'linear'}",0.9692307692307692,0.9076923076923077,0.9230769230769231,0.9384615384615385,0.96875,0.9414423076923077,0.02450772731660061,26
